,Localtime,gps_epoch_second,Receivetime,Week,Seconds,ImuStatus,ZAccel,YAccel,XAccel,ZGyro,YGyro,XGyro,CrcCheck
3454,2024-02-03_02:04:41,1706925881.556,1706925881564621,2299,525899556,3848470016,-319484309,228971,25945745,-2765425,13035937,15507070,2919176080
3455,2024-02-03_02:04:41,1706925881.564,1706925881572543,2299,525899564,3848470016,-317297296,-684336,22391338,-1287072,10678343,13260064,1375178076
3456,2024-02-03_02:04:41,1706925881.572,1706925881580289,2299,525899572,3848470016,-321127925,-1923770,32316894,-899956,9846451,15864582,377457780
3457,2024-02-03_02:04:41,1706925881.58,1706925881588333,2299,525899580,3848470016,-320750059,5723556,39397020,-748084,10920720,16606643,300336493
3458,2024-02-03_02:04:41,1706925881.588,1706925881596327,2299,525899588,3848470016,-337635898,6038611,40387530,-1101211,14049444,13991165,2557549583
3459,2024-02-03_02:04:41,1706925881.596,1706925881605443,2299,525899596,3848470016,-347982051,-2907487,35596075,-2100028,16941283,15446066,3408523172
3460,2024-02-03_02:04:41,1706925881.604,1706925881612351,2299,525899604,3848470016,-334407398,-1913240,21556246,-1784147,15466821,21973691,2592240633
3461,2024-02-03_02:04:41,1706925881.612,1706925881620186,2299,525899612,3848470016,-332394840,2727713,17153087,-1078317,12462748,20524392,421886106
3462,2024-02-03_02:04:41,1706925881.62,1706925881628319,2299,525899620,3848470016,-332998898,11491579,19254285,-1580879,11360870,16354108,4028456759
3463,2024-02-03_02:04:41,1706925881.628,1706925881636352,2299,525899628,3848535552,-338457787,-1735330,20881590,-1751195,9713208,15973880,3432689415
3464,2024-02-03_02:04:41,1706925881.636,1706925881644380,2299,525899636,3848470016,-344411884,-11004547,17718819,-2424083,9839635,19163873,3793103733
3465,2024-02-03_02:04:41,1706925881.644,1706925881652316,2299,525899644,3848470016,-332458075,7629414,11531089,-2532043,9066029,27187518,4065921436
3466,2024-02-03_02:04:41,1706925881.652,1706925881660619,2299,525899652,3848535552,-325263340,16501140,10363153,-2571443,8542079,22321943,2263332551
3467,2024-02-03_02:04:41,1706925881.66,1706925881669220,2299,525899660,3848535552,-341997811,1283570,17303594,-2567164,7985312,20363657,648169334
3468,2024-02-03_02:04:41,1706925881.668,1706925881676289,2299,525899668,3848470016,-342246014,574921,16320749,-3679631,9699905,17626322,3265024489
3469,2024-02-03_02:04:41,1706925881.676,1706925881684411,2299,525899676,3848535552,-325565860,5436386,4350394,-4502540,10577713,18487691,3089645217
3470,2024-02-03_02:04:41,1706925881.684,1706925881692395,2299,525899684,3848535552,-323527205,-1437919,5005839,-3474466,8475717,19652566,2921239835
3471,2024-02-03_02:04:41,1706925881.692,1706925881701762,2299,525899692,3848535552,-322600474,-182191,7340526,-3100259,7395852,19260532,2685988094
3472,2024-02-03_02:04:41,1706925881.7,1706925881708198,2299,525899700,3848470016,-314624989,4486434,2292794,-2963809,5924624,18553555,4109729561
3473,2024-02-03_02:04:41,1706925881.708,1706925881716389,2299,525899708,3848470016,-317881674,7303102,8038114,-2668722,4289517,12595267,3319901986
3474,2024-02-03_02:04:41,1706925881.716,1706925881724144,2299,525899716,3848470016,-330418479,-2664224,17317328,-3392953,4189321,15466121,1817140582
3475,2024-02-03_02:04:41,1706925881.724,1706925881732357,2299,525899724,3848535552,-322057379,12258314,13223649,-4853853,7142168,14017289,4114164370
3476,2024-02-03_02:04:41,1706925881.732,1706925881740334,2299,525899732,3848535552,-331506573,4077743,-386070,-3064215,2771082,15396999,4196801678
3477,2024-02-03_02:04:41,1706925881.74,1706925881748328,2299,525899740,3848470016,-330266877,11303055,-1387160,-2889057,-1193385,7185368,3142309735
3478,2024-02-03_02:04:41,1706925881.748,1706925881756419,2299,525899748,3848470016,-327526653,-3848559,7131516,-1323371,-6238430,13248057,412698941
3479,2024-02-03_02:04:41,1706925881.756,1706925881765346,2299,525899756,3848470016,-314505042,-8812221,25237341,-70633,-6288558,13876100,2530247176
3480,2024-02-03_02:04:41,1706925881.764,1706925881772562,2299,525899764,3848470016,-289357239,-2640671,23155571,-3439672,1313063,13443453,632763426
3481,2024-02-03_02:04:41,1706925881.772,1706925881780409,2299,525899772,3848470016,-266890863,11015459,-3305886,-6138720,5530906,14571545,2771857504
3482,2024-02-03_02:04:41,1706925881.78,1706925881788503,2299,525899780,3848470016,-280717915,17065462,-16464520,-5673232,1934954,-2116555,894110904
3483,2024-02-03_02:04:41,1706925881.788,1706925881796311,2299,525899788,3848470016,-311010741,-11286331,-10140519,-2404931,-9244733,-3283661,2030811979
3484,2024-02-03_02:04:41,1706925881.796,1706925881804399,2299,525899796,3848470016,-292636150,8825188,17975300,-332164,-15188866,-1028159,2564783546
3485,2024-02-03_02:04:41,1706925881.804,1706925881812446,2299,525899804,3848535552,-299378596,2723386,35864193,-430904,-11829017,-3306286,3984340590
3486,2024-02-03_02:04:41,1706925881.812,1706925881820274,2299,525899812,3848535552,-315416798,10499899,32254885,-2439209,-3190231,-11257604,4167248656
3487,2024-02-03_02:04:41,1706925881.82,1706925881828310,2299,525899820,3848535552,-326134669,2238232,14595008,-3826633,478484,-11414169,1519584270
3488,2024-02-03_02:04:41,1706925881.828,1706925881836264,2299,525899828,3848470016,-322840003,-5241248,-609563,-3924329,-520111,-8551833,2023646320
3489,2024-02-03_02:04:41,1706925881.836,1706925881844233,2299,525899836,3848470016,-316024899,1263617,5379969,-2371007,-5021055,-5603126,376633162
3490,2024-02-03_02:04:41,1706925881.844,1706925881852357,2299,525899844,3848470016,-311176138,1657864,18240293,-730222,-7269349,-9653421,3671626332
3491,2024-02-03_02:04:41,1706925881.852,1706925881861402,2299,525899852,3848470016,-309153173,2233892,19322368,-654429,-5635898,-7189359,938767944
3492,2024-02-03_02:04:41,1706925881.86,1706925881868330,2299,525899860,3848535552,-319515461,-11034166,26897948,427930,-4806677,-602657,4271603781
3493,2024-02-03_02:04:41,1706925881.868,1706925881876362,2299,525899868,3848535552,-310335881,6090757,39386735,-1229140,2342158,-7292488,2073176400
3494,2024-02-03_02:04:41,1706925881.876,1706925881884502,2299,525899876,3848470016,-306349195,15454385,28721319,-4219601,10644142,-9519047,232057749
3495,2024-02-03_02:04:41,1706925881.884,1706925881892308,2299,525899884,3848470016,-329919471,7641688,10444401,-3349521,10832549,-17088200,3300226499
3496,2024-02-03_02:04:41,1706925881.892,1706925881900422,2299,525899892,3848535552,-333560520,3057727,14184475,43612,3240708,-17025404,2516761201
3497,2024-02-03_02:04:41,1706925881.9,1706925881908302,2299,525899900,3848535552,-310770104,-2972664,22843959,1039324,-58167,-15710038,1321929555
3498,2024-02-03_02:04:41,1706925881.908,1706925881916281,2299,525899908,3848470016,-305592582,-819204,29426319,1962164,-1308680,-18811783,3398093387
3499,2024-02-03_02:04:41,1706925881.916,1706925881924358,2299,525899916,3848470016,-311331506,4768380,43593104,2307818,25291,-23637339,3721780313
3500,2024-02-03_02:04:41,1706925881.924,1706925881932446,2299,525899924,3848470016,-323285064,-5172020,40303084,116431,5727666,-20397623,3002398478
3501,2024-02-03_02:04:41,1706925881.932,1706925881940423,2299,525899932,3848535552,-331087401,-7632298,22530493,-1274954,9407140,-15307538,1276291394
3502,2024-02-03_02:04:41,1706925881.94,1706925881948454,2299,525899940,3848535552,-326026629,-2971909,18174591,-288055,7264757,-10919446,1388356855
3503,2024-02-03_02:04:41,1706925881.948,1706925881956493,2299,525899948,3848535552,-309122415,11732665,21894924,787387,4682999,-9069873,1689985837
3504,2024-02-03_02:04:41,1706925881.956,1706925881964630,2299,525899956,3848535552,-317698682,4255897,17114443,660791,5709048,-18024023,3162591872
3505,2024-02-03_02:04:41,1706925881.964,1706925881972360,2299,525899964,3848470016,-337110965,-10321293,19382529,1216599,4471434,-23680214,2066616500
3506,2024-02-03_02:04:41,1706925881.972,1706925881980497,2299,525899972,3848470016,-317125484,12309792,27488655,1505221,3353960,-20287945,2156853874
3507,2024-02-03_02:04:41,1706925881.98,1706925881988230,2299,525899980,3848470016,-325792283,25245,33868134,1666290,4632730,-18594374,3951161056
3508,2024-02-03_02:04:41,1706925881.988,1706925881996453,2299,525899988,3848470016,-348710844,-9405061,28577377,126319,8803005,-21848475,3526321032
3509,2024-02-03_02:04:42,1706925881.996,1706925882005006,2299,525899996,3848470016,-330896360,-7811847,15578786,-216652,7133058,-11487462,1489153476
3510,2024-02-03_02:04:42,1706925882.004,1706925882012396,2299,525900004,3848470016,-315843509,133234,14780428,962815,4762227,-12164464,2761817026
3511,2024-02-03_02:04:42,1706925882.012,1706925882020712,2299,525900012,3848470016,-333175185,11825894,16228236,1181944,4344490,-17362597,4175297047
3512,2024-02-03_02:04:42,1706925882.02,1706925882028502,2299,525900020,3848470016,-364134538,-15172160,13757099,533190,3520585,-14142010,1683922894
3513,2024-02-03_02:04:42,1706925882.028,1706925882036484,2299,525900028,3848470016,-357265035,-4212729,17780342,1236636,1848057,-9576819,1515883997
3514,2024-02-03_02:04:42,1706925882.036,1706925882044437,2299,525900036,3848470016,-337991782,8928988,21919264,496532,2187848,-651686,807782940
3515,2024-02-03_02:04:42,1706925882.044,1706925882052310,2299,525900044,3848535552,-344749624,-17839362,15320753,-859285,4629661,-971593,2356131990
3516,2024-02-03_02:04:42,1706925882.052,1706925882060339,2299,525900052,3848535552,-321876549,12252026,10928097,-1036377,4380501,-2093188,2999956753
3517,2024-02-03_02:04:42,1706925882.06,1706925882068366,2299,525900060,3848535552,-333406878,6370508,6491590,-793709,2854417,-7399667,723674946
3518,2024-02-03_02:04:42,1706925882.068,1706925882076447,2299,525900068,3848535552,-356472706,-8720250,8599252,549227,-614572,-9744588,2362592174
3519,2024-02-03_02:04:42,1706925882.076,1706925882084355,2299,525900076,3848470016,-351376103,-4807583,20975608,132944,-1320302,-2768557,3015358853
3520,2024-02-03_02:04:42,1706925882.084,1706925882092468,2299,525900084,3848470016,-336951536,575173,18393373,-1528468,2177232,882357,3432385020
3521,2024-02-03_02:04:42,1706925882.092,1706925882100407,2299,525900092,3848535552,-322521959,8160033,6481495,-1080666,1973574,2473580,2350013246
3522,2024-02-03_02:04:42,1706925882.1,1706925882109233,2299,525900100,3848535552,-338835706,-2280478,11295300,446055,-577538,-4063964,1223625714
3523,2024-02-03_02:04:42,1706925882.108,1706925882116358,2299,525900108,3848470016,-359188657,-3988882,15621140,-1073127,1722946,-3632472,741681807
3524,2024-02-03_02:04:42,1706925882.116,1706925882124402,2299,525900116,3848470016,-360976708,-5366352,9760396,-2521697,3725826,4137084,3119889248
3525,2024-02-03_02:04:42,1706925882.124,1706925882132411,2299,525900124,3848470016,-338014157,-3211148,8214382,-1629734,2866000,5487674,459427539
3526,2024-02-03_02:04:42,1706925882.132,1706925882141267,2299,525900132,3848535552,-322745624,8753861,9133261,-1137636,4715367,1919111,646151526
3527,2024-02-03_02:04:42,1706925882.14,1706925882148360,2299,525900140,3848535552,-344289550,-1307645,10415329,-978062,6026732,3056328,2937514105
3528,2024-02-03_02:04:42,1706925882.148,1706925882156471,2299,525900148,3848535552,-349979634,-1467009,16951444,-90917,6426458,-760543,3414053013
3529,2024-02-03_02:04:42,1706925882.156,1706925882164245,2299,525900156,3848470016,-341906948,2741321,25066303,-1041269,8395741,1218347,1357313295
3530,2024-02-03_02:04:42,1706925882.164,1706925882173277,2299,525900164,3848535552,-344913876,-10609997,18049322,-1503924,9513781,6564295,2726924042
3531,2024-02-03_02:04:42,1706925882.172,1706925882180535,2299,525900172,3848535552,-319450692,10114910,16065425,-2329279,9815126,9017649,678715791
3532,2024-02-03_02:04:42,1706925882.18,1706925882188535,2299,525900180,3848470016,-324885980,-5617424,17613309,-2319699,9846980,2771628,3027348768
3533,2024-02-03_02:04:42,1706925882.188,1706925882196311,2299,525900188,3848535552,-340023780,-1975550,14319609,116712,6319046,-538945,1531550445
3534,2024-02-03_02:04:42,1706925882.196,1706925882205442,2299,525900196,3848535552,-332323115,6257759,19586164,554595,2673267,3409289,3430912030
3535,2024-02-03_02:04:42,1706925882.204,1706925882212354,2299,525900204,3848470016,-336029568,-4096360,19400496,-1146631,4829762,1667716,452657619
3536,2024-02-03_02:04:42,1706925882.212,1706925882220274,2299,525900212,3848470016,-333545070,3242301,16163329,-1395145,5162456,6863882,816990256
3537,2024-02-03_02:04:42,1706925882.22,1706925882228297,2299,525900220,3848535552,-325653010,-1681629,17744142,1287344,2046685,3851450,943621582
3538,2024-02-03_02:04:42,1706925882.228,1706925882237273,2299,525900228,3848470016,-331855906,4423917,19258829,1179209,3235342,-90835,2609005977
3539,2024-02-03_02:04:42,1706925882.236,1706925882244316,2299,525900236,3848470016,-345914334,-182476,10972300,-619216,5111455,2381771,3178034957
3540,2024-02-03_02:04:42,1706925882.244,1706925882252544,2299,525900244,3848470016,-348895732,-3705297,7052647,-465051,4952909,2963011,1426174431
3541,2024-02-03_02:04:42,1706925882.252,1706925882260531,2299,525900252,3848470016,-351715004,-723310,12400578,1587247,2132270,6327451,4060746521
3542,2024-02-03_02:04:42,1706925882.26,1706925882269192,2299,525900260,3848470016,-341761424,-162020,16816346,1069806,1818409,9165576,492898725
3543,2024-02-03_02:04:42,1706925882.268,1706925882276421,2299,525900268,3848470016,-329777994,-4367881,16901278,-1051346,4904081,8721071,2869475539
3544,2024-02-03_02:04:42,1706925882.276,1706925882284235,2299,525900276,3848470016,-325533037,4850216,14967158,-1306215,5130953,11712573,691842302
3545,2024-02-03_02:04:42,1706925882.284,1706925882292399,2299,525900284,3848535552,-336435851,5164840,12927546,-1120305,5566511,7713755,3039825737
3546,2024-02-03_02:04:42,1706925882.292,1706925882301801,2299,525900292,3848535552,-347535077,-10519676,7555738,-1175565,4802508,10683201,1991829197
3547,2024-02-03_02:04:42,1706925882.3,1706925882308322,2299,525900300,3848470016,-324579217,1642087,5189631,-794381,792036,15447907,4282932780
3548,2024-02-03_02:04:42,1706925882.308,1706925882316324,2299,525900308,3848470016,-312450041,7594221,10404095,-564995,-1121351,9300748,2873408785
3549,2024-02-03_02:04:42,1706925882.316,1706925882324498,2299,525900316,3848470016,-327330776,-3478077,19329573,35202,-2734837,9143638,4063830308
3550,2024-02-03_02:04:42,1706925882.324,1706925882333189,2299,525900324,3848470016,-331271613,-5116728,19008862,-479171,-2492487,8412104,1528480073
3551,2024-02-03_02:04:42,1706925882.332,1706925882340409,2299,525900332,3848470016,-323885046,5276641,13546521,-2055446,-675617,11773823,3977997545
3552,2024-02-03_02:04:42,1706925882.34,1706925882348410,2299,525900340,3848470016,-335023237,-3427454,3585953,-1588422,-3391481,14540033,2936069705
3553,2024-02-03_02:04:42,1706925882.348,1706925882356588,2299,525900348,3848470016,-318927664,1587641,12983786,-1034189,-7507166,14689553,1121831872
3554,2024-02-03_02:04:42,1706925882.356,1706925882365520,2299,525900356,3848535552,-301237479,1165257,8807839,-2395840,-7258143,12451044,2985861265
3555,2024-02-03_02:04:42,1706925882.364,1706925882372632,2299,525900364,3848470016,-317000296,-3709702,3182584,-1151129,-9731043,11961917,1799580693
3556,2024-02-03_02:04:42,1706925882.372,1706925882380439,2299,525900372,3848470016,-313965396,-1377596,21719666,853146,-14900533,12626997,2886949316
3557,2024-02-03_02:04:42,1706925882.38,1706925882388344,2299,525900380,3848535552,-305520521,5135692,18686824,-1678512,-10772421,10095312,3442491073
3558,2024-02-03_02:04:42,1706925882.388,1706925882396472,2299,525900388,3848535552,-321028478,-1022052,10810381,-1873784,-9483681,10792077,1620855453
3559,2024-02-03_02:04:42,1706925882.396,1706925882404431,2299,525900396,3848535552,-316422135,206085,7616503,-451570,-14014449,9549701,2863702204
3560,2024-02-03_02:04:42,1706925882.404,1706925882412382,2299,525900404,3848470016,-297313187,10256408,9343257,-856654,-15201753,10322385,1900561803
3561,2024-02-03_02:04:42,1706925882.412,1706925882420616,2299,525900412,3848535552,-312216697,-1110253,4083015,-1329114,-15118374,4473232,818836885
3562,2024-02-03_02:04:42,1706925882.42,1706925882429435,2299,525900420,3848470016,-321446030,6458567,11605195,-795162,-17267973,6270200,904479225
3563,2024-02-03_02:04:42,1706925882.428,1706925882436668,2299,525900428,3848470016,-323403009,-8834169,17667648,-1232434,-15612613,5591874,3407539476
3564,2024-02-03_02:04:42,1706925882.436,1706925882444549,2299,525900436,3848470016,-320942555,-370225,7356138,-2237646,-14456660,9196223,4073166516
3565,2024-02-03_02:04:42,1706925882.444,1706925882452412,2299,525900444,3848470016,-315373078,9394639,9266320,-2693622,-14501539,6290117,3120849955
3566,2024-02-03_02:04:42,1706925882.452,1706925882461457,2299,525900452,3848470016,-328592224,-6237619,9886947,-1546858,-14912804,4357165,1896076794
3567,2024-02-03_02:04:42,1706925882.46,1706925882468588,2299,525900460,3848470016,-332079872,-3999799,12762910,945959,-17606729,8837350,1523770284
3568,2024-02-03_02:04:42,1706925882.468,1706925882476352,2299,525900468,3848470016,-311742417,12923717,19738263,-754890,-12642066,2362640,3510446134
3569,2024-02-03_02:04:42,1706925882.476,1706925882484512,2299,525900476,3848404480,-321771618,4710208,18458385,-2001883,-6867272,5892558,4086930421
3570,2024-02-03_02:04:42,1706925882.484,1706925882492546,2299,525900484,3848470016,-338307539,-2147540,22049740,-1290791,-4018912,3157329,1365375900
3571,2024-02-03_02:04:42,1706925882.492,1706925882500588,2299,525900492,3848470016,-321266507,8681461,20786180,-2486222,103755,3370981,1099459919
3572,2024-02-03_02:04:42,1706925882.5,1706925882508363,2299,525900500,3848470016,-320269758,1827267,6806956,-3970061,4491312,4334550,3489548142
3573,2024-02-03_02:04:42,1706925882.508,1706925882516420,2299,525900508,3848470016,-338861069,-2705724,3554775,-1297395,1206186,135572,1101417346
3574,2024-02-03_02:04:42,1706925882.516,1706925882525507,2299,525900516,3848470016,-333229303,1211398,21420354,-754375,136429,982079,3161087137
3575,2024-02-03_02:04:42,1706925882.524,1706925882532604,2299,525900524,3848535552,-328554453,-2573815,30666008,-1481662,2815510,3852112,1100165455
3576,2024-02-03_02:04:42,1706925882.532,1706925882540416,2299,525900532,3848535552,-338126347,-15541321,30224111,-1161877,2781863,3757534,204145965
3577,2024-02-03_02:04:42,1706925882.54,1706925882548655,2299,525900540,3848535552,-317943262,1906126,27812934,-3504429,4516084,10652056,974432670
3578,2024-02-03_02:04:42,1706925882.548,1706925882556830,2299,525900548,3848535552,-316891673,17005777,19496764,-5043766,6397825,12264678,1023514942
3579,2024-02-03_02:04:42,1706925882.556,1706925882564535,2299,525900556,3848470016,-345270591,3058955,5520322,-2877450,1779209,4894356,2292298592
3580,2024-02-03_02:04:42,1706925882.564,1706925882572335,2299,525900564,3848470016,-341708787,-9240340,14092385,229291,-5524430,10859295,3541641342
3581,2024-02-03_02:04:42,1706925882.572,1706925882580641,2299,525900572,3848470016,-313760751,6573653,35344594,-884172,-2661444,16187166,2152301911
3582,2024-02-03_02:04:42,1706925882.58,1706925882589342,2299,525900580,3848470016,-316824883,11025420,36992405,-2970878,3775595,9526281,3052514719
3583,2024-02-03_02:04:42,1706925882.588,1706925882596279,2299,525900588,3848470016,-322905134,6862397,33062573,-4490865,8277095,5052940,3352065343
3584,2024-02-03_02:04:42,1706925882.596,1706925882604323,2299,525900596,3848535552,-317510145,5322121,22644079,-4521303,11088158,5701220,3870417283
3585,2024-02-03_02:04:42,1706925882.604,1706925882612411,2299,525900604,3848470016,-316774611,7564767,9744687,-3573994,12739310,4887079,559867250
3586,2024-02-03_02:04:42,1706925882.612,1706925882621339,2299,525900612,3848470016,-324897330,5554476,12536256,-1061849,10814595,2564631,3257405355
3587,2024-02-03_02:04:42,1706925882.62,1706925882628192,2299,525900620,3848470016,-316449814,2290646,34505359,-71913,10848178,4168328,3372263572
3588,2024-02-03_02:04:42,1706925882.628,1706925882636241,2299,525900628,3848470016,-310272875,-2790496,41996924,-2948145,19112455,-2046816,2327122082
3589,2024-02-03_02:04:42,1706925882.636,1706925882644561,2299,525900636,3848470016,-318242107,989182,33364674,-5729789,25442785,-5837281,2152253085
3590,2024-02-03_02:04:42,1706925882.644,1706925882652516,2299,525900644,3848470016,-308443608,15531942,22638612,-5616245,23114534,-2469166,2550330082
3591,2024-02-03_02:04:42,1706925882.652,1706925882660387,2299,525900652,3848535552,-313246937,12761638,20202376,-3191772,17447340,-6165392,1036743880
3592,2024-02-03_02:04:42,1706925882.66,1706925882668205,2299,525900660,3848470016,-318205379,781746,18790823,-1686718,12604692,-6834425,1173443061
3593,2024-02-03_02:04:42,1706925882.668,1706925882676337,2299,525900668,3848470016,-310490332,2833221,23759328,-2413991,10673052,-8736478,3346255357
3594,2024-02-03_02:04:42,1706925882.676,1706925882685238,2299,525900676,3848470016,-309368999,11287124,33784283,-2862232,9686494,-11487827,3988436998
3595,2024-02-03_02:04:42,1706925882.684,1706925882692312,2299,525900684,3848470016,-323153374,-1168459,34293292,-2233344,8306945,-17139087,291242475
3596,2024-02-03_02:04:42,1706925882.692,1706925882700415,2299,525900692,3848470016,-329760736,-3329882,29109621,-3788343,10301367,-19651565,1689703815
3597,2024-02-03_02:04:42,1706925882.7,1706925882708341,2299,525900700,3848470016,-329291903,1328294,16009330,-4777803,10729656,-16093459,4216282997
3598,2024-02-03_02:04:42,1706925882.708,1706925882716359,2299,525900708,3848470016,-327456015,-2955,4191460,-4023260,6955855,-15529939,1415605275
3599,2024-02-03_02:04:42,1706925882.716,1706925882724264,2299,525900716,3848470016,-318210257,-304008,4944859,-2536999,1220454,-15082130,1822429904
3600,2024-02-03_02:04:42,1706925882.724,1706925882732243,2299,525900724,3848535552,-317312116,-2662065,16323812,-2149159,-2031620,-12734188,3272218924
3601,2024-02-03_02:04:42,1706925882.732,1706925882740497,2299,525900732,3848535552,-322164285,3626343,22519856,-4333274,215601,-14395808,1307601705
3602,2024-02-03_02:04:42,1706925882.74,1706925882749397,2299,525900740,3848470016,-338163342,-5548040,15421199,-4680731,681648,-14637655,2035245001
3603,2024-02-03_02:04:42,1706925882.748,1706925882756472,2299,525900748,3848470016,-337116385,3864021,11899135,-5569350,1548514,-12593433,1547656326
3604,2024-02-03_02:04:42,1706925882.756,1706925882764314,2299,525900756,3848470016,-330345947,5627009,3184397,-5809712,1891864,-11909080,4244741258
3605,2024-02-03_02:04:42,1706925882.764,1706925882772408,2299,525900764,3848470016,-340554116,-5968586,-5346361,-4573373,188636,-16427101,2689480696
3606,2024-02-03_02:04:42,1706925882.772,1706925882781340,2299,525900772,3848535552,-339373034,-3166522,4233636,-3178563,-4312015,-11845125,1650704895
3607,2024-02-03_02:04:42,1706925882.78,1706925882788416,2299,525900780,3848535552,-336862133,-9374360,12704183,-3797852,-2438061,-11147483,2124069895
3608,2024-02-03_02:04:42,1706925882.788,1706925882796312,2299,525900788,3848535552,-332652820,14243635,18932777,-6118468,4709284,-13507757,1055619791
3609,2024-02-03_02:04:42,1706925882.796,1706925882804614,2299,525900796,3848470016,-346121802,-15472600,11456352,-7801852,7216756,-6111593,2769682492
3610,2024-02-03_02:04:42,1706925882.804,1706925882812403,2299,525900804,3848470016,-321433183,-5323671,5694838,-10382681,9955953,-281886,721603113
3611,2024-02-03_02:04:42,1706925882.812,1706925882820414,2299,525900812,3848470016,-308434625,14873377,3151831,-9567570,7221201,550239,4180183778
3612,2024-02-03_02:04:42,1706925882.82,1706925882828321,2299,525900820,3848470016,-337863779,7850833,4631694,-7083643,2067484,-11938099,1454025278
3613,2024-02-03_02:04:42,1706925882.828,1706925882836287,2299,525900828,3848470016,-345283236,5342044,10196043,-6012324,-2021556,-10199702,4251679003
3614,2024-02-03_02:04:42,1706925882.836,1706925882845386,2299,525900836,3848470016,-352192719,-11251615,18684429,-4861347,-3796163,-9346208,3019891394
3615,2024-02-03_02:04:42,1706925882.844,1706925882852330,2299,525900844,3848470016,-339134487,6572955,38248945,-5167174,-1188870,-9060017,3119788903
3616,2024-02-03_02:04:42,1706925882.852,1706925882860291,2299,525900852,3848470016,-324453266,-5185028,29389323,-7054536,2330235,-3946978,2360196652
3617,2024-02-03_02:04:42,1706925882.86,1706925882868249,2299,525900860,3848470016,-311291553,-703174,3556696,-7683100,2869176,-3769351,1545410526
3618,2024-02-03_02:04:42,1706925882.868,1706925882876447,2299,525900868,3848535552,-308095964,1099857,1279553,-5976131,-2719961,-7470638,1743424693
3619,2024-02-03_02:04:42,1706925882.876,1706925882884371,2299,525900876,3848535552,-306340932,-5925158,12378894,-4332368,-10053603,-7642319,264089703
3620,2024-02-03_02:04:42,1706925882.884,1706925882892436,2299,525900884,3848470016,-291337311,10415602,24864711,-3628745,-13283658,-3847609,3178156702
3621,2024-02-03_02:04:42,1706925882.892,1706925882900970,2299,525900892,3848535552,-312269782,-1523577,32285248,-4482464,-8937635,-13843476,755407670
3622,2024-02-03_02:04:42,1706925882.9,1706925882908366,2299,525900900,3848535552,-325208473,3311058,33921603,-5533333,-5230777,-12635522,1995377233
3623,2024-02-03_02:04:42,1706925882.908,1706925882916279,2299,525900908,3848535552,-322963036,1441625,15751018,-5562492,-4115759,-16742886,1726971284
3624,2024-02-03_02:04:42,1706925882.916,1706925882924189,2299,525900916,3848470016,-320267140,3872917,3495499,-5351436,-4910973,-18717100,2538044562
3625,2024-02-03_02:04:42,1706925882.924,1706925882932380,2299,525900924,3848470016,-332821911,7569390,13453694,-3710634,-8406210,-17801241,732190018
3626,2024-02-03_02:04:42,1706925882.932,1706925882941354,2299,525900932,3848470016,-354735429,7859217,24480949,-818834,-10258463,-26481645,984828332
3627,2024-02-03_02:04:42,1706925882.94,1706925882948249,2299,525900940,3848470016,-373303205,-6462289,36654614,1167546,-9326023,-22795331,3952466623
3628,2024-02-03_02:04:42,1706925882.948,1706925882956422,2299,525900948,3848470016,-377955452,-25883948,47329420,-1875662,-79715,-10752535,139203662
3629,2024-02-03_02:04:42,1706925882.956,1706925882964613,2299,525900956,3848470016,-345552656,1096877,35563285,-5882500,10678917,3916668,2030871467
3630,2024-02-03_02:04:42,1706925882.964,1706925882972620,2299,525900964,3848470016,-336340341,7573649,4130571,-3803364,10090733,2546218,1255970047
3631,2024-02-03_02:04:42,1706925882.972,1706925882980469,2299,525900972,3848470016,-346837279,7133386,5939785,-220844,2436551,-2896399,1910563983
3632,2024-02-03_02:04:42,1706925882.98,1706925882988278,2299,525900980,3848470016,-357669678,2643096,15502579,428247,-1320039,-7095278,3691747619
3633,2024-02-03_02:04:42,1706925882.988,1706925882996321,2299,525900988,3848470016,-360250671,17902361,36662905,1847777,-2996614,-6007784,3340175817
3634,2024-02-03_02:04:43,1706925882.996,1706925883005550,2299,525900996,3848470016,-380080626,-849077,58202355,-23613,4640483,-10251682,2884628631
3635,2024-02-03_02:04:43,1706925883.004,1706925883012572,2299,525901004,3848470016,-392847816,-30369761,33947704,-4415559,14828259,-5028769,3706343284
3636,2024-02-03_02:04:43,1706925883.012,1706925883020615,2299,525901012,3848470016,-348955388,6959305,-7889059,-3837133,11315254,11584233,2314437488
3637,2024-02-03_02:04:43,1706925883.02,1706925883028450,2299,525901020,3848470016,-339347012,17068373,-9153170,-803100,1756917,-627322,897918438
3638,2024-02-03_02:04:43,1706925883.028,1706925883036315,2299,525901028,3848470016,-368243810,-1723351,26277162,45351,-1921822,-6858795,754234599
3639,2024-02-03_02:04:43,1706925883.036,1706925883044297,2299,525901036,3848470016,-367854061,-11939753,32861959,-1853993,2423748,4053431,462976493
3640,2024-02-03_02:04:43,1706925883.044,1706925883052419,2299,525901044,3848470016,-344701737,-13698062,18307360,-2843295,4561902,18090665,3428281517
3641,2024-02-03_02:04:43,1706925883.052,1706925883060570,2299,525901052,3848470016,-318005328,-7714962,14633945,-3268465,3965399,24086568,289097351
3642,2024-02-03_02:04:43,1706925883.06,1706925883068474,2299,525901060,3848470016,-296934083,13165869,12251459,-4735853,4995236,12983317,2954866430
