,Localtime,gps_epoch_second,Receivetime,Week,Seconds,ImuStatus,ZAccel,YAccel,XAccel,ZGyro,YGyro,XGyro,CrcCheck
779,2024-02-03_02:04:20,1706925860.156,1706925860164521,2299,525878156,3848666624,-322971165,1774195,19884109,-11181635,-3042508,-3145935,2955919326
780,2024-02-03_02:04:20,1706925860.164,1706925860172460,2299,525878164,3848666624,-324138958,4406467,20320477,-11269388,-1999973,-5012592,3304453939
781,2024-02-03_02:04:20,1706925860.172,1706925860180724,2299,525878172,3848666624,-332224019,511771,21173255,-11066616,-1312279,-6090424,1669159793
782,2024-02-03_02:04:20,1706925860.18,1706925860188457,2299,525878180,3848666624,-334668933,-383972,24146807,-11017062,-1083043,-4942068,3294676183
783,2024-02-03_02:04:20,1706925860.188,1706925860196521,2299,525878188,3848666624,-332461145,1315454,28328368,-11277940,-210470,-2864128,2204732789
784,2024-02-03_02:04:20,1706925860.196,1706925860204506,2299,525878196,3848666624,-335674417,2013445,31104230,-11597089,1213653,-3105847,2965486740
785,2024-02-03_02:04:20,1706925860.204,1706925860212355,2299,525878204,3848666624,-338466622,2220411,31891811,-11450829,2259327,-4326753,2371503187
786,2024-02-03_02:04:20,1706925860.212,1706925860221414,2299,525878212,3848666624,-339641295,148123,32079498,-11088638,2965213,-4531198,1033572328
787,2024-02-03_02:04:20,1706925860.22,1706925860228233,2299,525878220,3848666624,-341242459,762469,32861652,-11174571,3811355,-2718042,3221905767
788,2024-02-03_02:04:20,1706925860.228,1706925860236365,2299,525878228,3848666624,-340488520,-12978,32833696,-10996902,4523437,-2321619,2526014532
789,2024-02-03_02:04:20,1706925860.236,1706925860244447,2299,525878236,3848666624,-334413340,816947,32083716,-11049757,4964166,-2699745,4206281357
790,2024-02-03_02:04:20,1706925860.244,1706925860252553,2299,525878244,3848666624,-333362072,1788508,31177227,-10913918,4917466,-2726820,3457382636
791,2024-02-03_02:04:20,1706925860.252,1706925860260501,2299,525878252,3848666624,-336258258,1432686,33465068,-11036976,5617471,-2131188,3386123264
792,2024-02-03_02:04:20,1706925860.26,1706925860268344,2299,525878260,3848666624,-336310039,-3074072,36094956,-11313935,6560374,-590311,3008300459
793,2024-02-03_02:04:20,1706925860.268,1706925860276363,2299,525878268,3848666624,-330969434,-1421925,33111152,-11437469,7455386,-256665,1449821867
794,2024-02-03_02:04:20,1706925860.276,1706925860285461,2299,525878276,3848666624,-324182425,3517825,30399458,-11732882,7842603,178703,2370614147
795,2024-02-03_02:04:20,1706925860.284,1706925860292421,2299,525878284,3848666624,-326044610,975101,32156661,-11655180,7946772,-1241298,3042918109
796,2024-02-03_02:04:20,1706925860.292,1706925860300394,2299,525878292,3848666624,-328412127,1840559,32108801,-11445715,7989709,-2648493,542184780
797,2024-02-03_02:04:20,1706925860.3,1706925860308343,2299,525878300,3848666624,-326881654,459012,31058310,-11998076,8352499,-1336469,4259989142
798,2024-02-03_02:04:20,1706925860.308,1706925860316459,2299,525878308,3848666624,-323433043,1828349,30856908,-12222695,8544324,-205572,1244392688
799,2024-02-03_02:04:20,1706925860.316,1706925860324521,2299,525878316,3848666624,-324251581,5627511,27870329,-11841831,7501823,-486373,1685537700
800,2024-02-03_02:04:20,1706925860.324,1706925860332487,2299,525878324,3848666624,-330324155,1656550,28212634,-11660132,6124036,-3007777,2250234412
801,2024-02-03_02:04:20,1706925860.332,1706925860340698,2299,525878332,3848666624,-329982205,-1741102,29276179,-11931191,5581945,-2459797,3162632184
802,2024-02-03_02:04:20,1706925860.34,1706925860348496,2299,525878340,3848666624,-327265061,-2365103,27391557,-12607489,6750446,-906659,1639739925
803,2024-02-03_02:04:20,1706925860.348,1706925860356828,2299,525878348,3848666624,-325874306,386881,27858335,-12515799,7296098,-1263326,1763833714
804,2024-02-03_02:04:20,1706925860.356,1706925860364570,2299,525878356,3848666624,-328443562,86645,26086527,-12862237,7564844,-1079619,208725184
805,2024-02-03_02:04:20,1706925860.364,1706925860372443,2299,525878364,3848666624,-330654111,-475801,21589611,-13396757,7573396,-703010,712716940
806,2024-02-03_02:04:20,1706925860.372,1706925860380479,2299,525878372,3848666624,-327794482,-684454,20082157,-13110960,5839446,1211732,3210519293
807,2024-02-03_02:04:20,1706925860.38,1706925860388249,2299,525878380,3848666624,-327048250,-3170959,20699453,-12905963,4133897,1895102,834706175
808,2024-02-03_02:04:20,1706925860.388,1706925860396682,2299,525878388,3848666624,-325208589,3120541,23000721,-13368488,3837900,1942299,350338828
809,2024-02-03_02:04:20,1706925860.396,1706925860404506,2299,525878396,3848666624,-328025758,1621239,23133382,-14114285,4477665,2069367,1882852600
810,2024-02-03_02:04:20,1706925860.404,1706925860412491,2299,525878404,3848666624,-332191039,-1856176,21524222,-14355307,4935849,990457,1655546285
811,2024-02-03_02:04:20,1706925860.412,1706925860420486,2299,525878412,3848666624,-329417446,3218126,17940547,-14378679,4347785,3330128,3701686625
812,2024-02-03_02:04:20,1706925860.42,1706925860428564,2299,525878420,3848666624,-328234482,1957613,15912598,-14411811,3496069,3792192,3367253001
813,2024-02-03_02:04:20,1706925860.428,1706925860436425,2299,525878428,3848666624,-327150243,1389936,17751401,-14535447,1945305,2863665,4134008113
814,2024-02-03_02:04:20,1706925860.436,1706925860444605,2299,525878436,3848666624,-326697761,242201,18082315,-14546156,112133,2808568,1208407023
815,2024-02-03_02:04:20,1706925860.444,1706925860452609,2299,525878444,3848666624,-324372001,818448,21058398,-14749295,-122593,3576947,2005038856
816,2024-02-03_02:04:20,1706925860.452,1706925860460667,2299,525878452,3848666624,-326892027,-108480,21597965,-15424217,899339,4178495,24369614
817,2024-02-03_02:04:20,1706925860.46,1706925860468378,2299,525878460,3848666624,-326589192,2568211,16907959,-16121710,1517897,4369892,1944850312
818,2024-02-03_02:04:20,1706925860.468,1706925860476332,2299,525878468,3848666624,-322679577,3141590,12859627,-16344948,922729,4091989,547862588
819,2024-02-03_02:04:20,1706925860.476,1706925860484484,2299,525878476,3848666624,-324412100,4654790,17587343,-15888169,-210077,3327097,493651067
820,2024-02-03_02:04:20,1706925860.484,1706925860492244,2299,525878484,3848666624,-327272017,3227656,22956394,-15502297,-759823,3139971,1793127407
821,2024-02-03_02:04:20,1706925860.492,1706925860500334,2299,525878492,3848666624,-329652138,-663598,22634546,-15929265,883369,3133202,3440944634
822,2024-02-03_02:04:20,1706925860.5,1706925860508596,2299,525878500,3848666624,-328057518,4073965,24065837,-16265672,2140905,4980156,1992764156
823,2024-02-03_02:04:20,1706925860.508,1706925860516342,2299,525878508,3848666624,-327974457,5164732,24115606,-16543237,3210671,4048269,2208244065
824,2024-02-03_02:04:20,1706925860.516,1706925860524245,2299,525878516,3848666624,-328856436,6516583,23258618,-16655454,4071961,3957575,1182468662
825,2024-02-03_02:04:20,1706925860.524,1706925860532335,2299,525878524,3848666624,-335264970,541244,22411759,-16563776,3727682,3229030,1438444489
826,2024-02-03_02:04:20,1706925860.532,1706925860540339,2299,525878532,3848666624,-335062757,3641453,24424248,-16304172,3204345,3518175,2376332003
827,2024-02-03_02:04:20,1706925860.54,1706925860548249,2299,525878540,3848666624,-334103985,3384728,24203293,-16295442,3594242,4963549,1539606722
828,2024-02-03_02:04:20,1706925860.548,1706925860556346,2299,525878548,3848666624,-335206723,2605982,26937676,-16861708,4732558,3997809,2386992820
829,2024-02-03_02:04:20,1706925860.556,1706925860564436,2299,525878556,3848666624,-331650575,7010495,31742129,-17130887,5105443,4844321,331236490
830,2024-02-03_02:04:20,1706925860.564,1706925860572403,2299,525878564,3848601088,-332520685,3966972,26846371,-17519679,6255012,3767209,605756829
831,2024-02-03_02:04:20,1706925860.572,1706925860580478,2299,525878572,3848666624,-333070515,4015898,24593743,-16866634,5200746,4299461,2846324491
832,2024-02-03_02:04:20,1706925860.58,1706925860588374,2299,525878580,3848666624,-330874420,3686053,30733208,-16771693,4572634,4829727,2238609326
833,2024-02-03_02:04:20,1706925860.588,1706925860596240,2299,525878588,3848666624,-327272532,4927785,30189888,-17500733,5688155,4771019,1752009134
834,2024-02-03_02:04:20,1706925860.596,1706925860604669,2299,525878596,3848666624,-329657187,4036239,27973969,-16970599,5023841,3122562,4191118320
835,2024-02-03_02:04:20,1706925860.604,1706925860612278,2299,525878604,3848666624,-329882473,5264541,32242315,-16420795,4241026,1805162,2093998163
836,2024-02-03_02:04:20,1706925860.612,1706925860620208,2299,525878612,3848666624,-327375352,4632214,30955668,-16801674,4796363,3749468,2239379814
837,2024-02-03_02:04:20,1706925860.62,1706925860628281,2299,525878620,3848666624,-325506133,3809834,28023088,-16796535,4816791,3342176,1434024742
838,2024-02-03_02:04:20,1706925860.628,1706925860636422,2299,525878628,3848666624,-325801767,3475534,31905666,-16051863,4222570,2812227,1741256379
839,2024-02-03_02:04:20,1706925860.636,1706925860644392,2299,525878636,3848666624,-324005434,4721910,33842237,-16087323,5542998,3045105,3304561536
840,2024-02-03_02:04:20,1706925860.644,1706925860652442,2299,525878644,3848666624,-325156729,5550664,31776871,-16207589,6691356,2961665,1189458611
841,2024-02-03_02:04:20,1706925860.652,1706925860660381,2299,525878652,3848666624,-329499534,5247167,32471197,-16270918,7541587,2416859,3298944151
842,2024-02-03_02:04:20,1706925860.66,1706925860668360,2299,525878660,3848666624,-332732907,4811599,29875902,-16736329,8730464,3064436,2586838060
843,2024-02-03_02:04:20,1706925860.668,1706925860676558,2299,525878668,3848666624,-331306733,6352547,24266257,-16403422,7242234,3761406,1303327426
844,2024-02-03_02:04:20,1706925860.676,1706925860684371,2299,525878676,3848666624,-327384631,8496306,26497341,-15891904,5006297,2073130,104201440
845,2024-02-03_02:04:20,1706925860.684,1706925860693228,2299,525878684,3848666624,-334899446,4441145,31489753,-15996466,5162203,1277085,1061396664
846,2024-02-03_02:04:20,1706925860.692,1706925860700341,2299,525878692,3848666624,-337248770,2953969,31964582,-15840779,5090722,3850999,3454748543
847,2024-02-03_02:04:20,1706925860.7,1706925860708291,2299,525878700,3848666624,-331902879,3665199,33811311,-16196275,5858106,5822936,3218781726
848,2024-02-03_02:04:20,1706925860.708,1706925860716255,2299,525878708,3848666624,-324730372,6701034,28461548,-16784614,7155404,8091163,2996461551
849,2024-02-03_02:04:20,1706925860.716,1706925860725453,2299,525878716,3848666624,-319630347,6296666,20425689,-16422503,5404685,8144705,3070245673
850,2024-02-03_02:04:20,1706925860.724,1706925860732329,2299,525878724,3848666624,-315531337,7623876,22254251,-15877310,2654118,5268438,2251659585
851,2024-02-03_02:04:20,1706925860.732,1706925860740380,2299,525878732,3848666624,-317194221,7096163,24684842,-16016356,1387939,3954593,989115263
852,2024-02-03_02:04:20,1706925860.74,1706925860748202,2299,525878740,3848666624,-322481092,3467281,24951325,-16319260,27216,2443214,896526537
853,2024-02-03_02:04:20,1706925860.748,1706925860756690,2299,525878748,3848666624,-315767325,8842727,27062790,-16933390,-1078317,2481836,243677741
854,2024-02-03_02:04:20,1706925860.756,1706925860764525,2299,525878756,3848666624,-317080058,7231627,25266237,-18045311,-351350,1824519,1547959528
855,2024-02-03_02:04:20,1706925860.764,1706925860772453,2299,525878764,3848666624,-325217742,2367425,20821129,-18101536,-1368992,109289,4008645090
856,2024-02-03_02:04:20,1706925860.772,1706925860780435,2299,525878772,3848666624,-321048441,4693818,20151958,-17696250,-4084063,1007710,1381735579
857,2024-02-03_02:04:20,1706925860.78,1706925860788669,2299,525878780,3848666624,-321882204,4359914,20290505,-17991695,-4483812,2490662,2355504356
858,2024-02-03_02:04:20,1706925860.788,1706925860796498,2299,525878788,3848666624,-328460388,4859742,20798280,-18239028,-4578518,3841511,1763813322
859,2024-02-03_02:04:20,1706925860.796,1706925860804456,2299,525878796,3848666624,-327155834,6849106,21314954,-18224169,-5244177,3448999,3710762732
860,2024-02-03_02:04:20,1706925860.804,1706925860812346,2299,525878804,3848666624,-325908073,4196215,23554457,-18454201,-4668244,3988966,1460096102
861,2024-02-03_02:04:20,1706925860.812,1706925860821337,2299,525878812,3848666624,-323098874,4834343,23791640,-19358119,-2259390,5187382,2821514042
862,2024-02-03_02:04:20,1706925860.82,1706925860828285,2299,525878820,3848666624,-319504917,6326582,18441988,-20783499,573541,4529386,323924584
863,2024-02-03_02:04:20,1706925860.828,1706925860836413,2299,525878828,3848666624,-324283691,6074066,15624256,-20467922,451235,2973330,795579392
864,2024-02-03_02:04:20,1706925860.836,1706925860844425,2299,525878836,3848666624,-325536016,6201207,20798294,-19998901,80275,1051460,1705345750
865,2024-02-03_02:04:20,1706925860.844,1706925860852422,2299,525878844,3848666624,-319443048,6537477,24182444,-20913116,1529741,1197536,157198192
866,2024-02-03_02:04:20,1706925860.852,1706925860860440,2299,525878852,3848666624,-321591908,9181655,24232548,-21523370,3301400,1435013,2719988080
867,2024-02-03_02:04:20,1706925860.86,1706925860868538,2299,525878860,3848666624,-329188812,5494776,26830625,-21701816,4318670,799780,1728766388
868,2024-02-03_02:04:20,1706925860.868,1706925860876274,2299,525878868,3848666624,-327447429,5902149,25440672,-21808738,4474455,2134777,175775476
869,2024-02-03_02:04:20,1706925860.876,1706925860885374,2299,525878876,3848666624,-324727961,7069027,26669388,-22119289,4493858,2550465,3740034212
870,2024-02-03_02:04:20,1706925860.884,1706925860892416,2299,525878884,3848666624,-325088576,2945336,30001458,-21892494,3510138,1757413,498290598
871,2024-02-03_02:04:20,1706925860.892,1706925860900368,2299,525878892,3848666624,-322067034,5797543,31777049,-21844203,2781767,1366337,3605022418
872,2024-02-03_02:04:20,1706925860.9,1706925860908369,2299,525878900,3848666624,-321479307,11603016,32394285,-22124713,2886469,-210566,1729668871
873,2024-02-03_02:04:20,1706925860.908,1706925860916369,2299,525878908,3848666624,-327158860,7848626,32068927,-21987015,2327848,-850004,3886674936
874,2024-02-03_02:04:20,1706925860.916,1706925860924470,2299,525878916,3848666624,-330116246,4083029,32910352,-21600568,1015613,-524855,3880320891
875,2024-02-03_02:04:20,1706925860.924,1706925860932199,2299,525878924,3848666624,-324947396,8245147,33716269,-21449344,-187850,916424,891524368
876,2024-02-03_02:04:20,1706925860.932,1706925860940392,2299,525878932,3848666624,-323806244,7876178,32118725,-21043727,-1714686,720121,2330215783
877,2024-02-03_02:04:20,1706925860.94,1706925860949512,2299,525878940,3848666624,-326626462,9210909,31291031,-20273319,-3117874,-2224725,3428512241
878,2024-02-03_02:04:20,1706925860.948,1706925860956581,2299,525878948,3848666624,-326807598,8731705,34234208,-20099767,-3591599,-2807776,2029500625
879,2024-02-03_02:04:20,1706925860.956,1706925860964363,2299,525878956,3848666624,-330103870,2274376,33564522,-20555382,-2801914,-2226467,3049896484
880,2024-02-03_02:04:20,1706925860.964,1706925860972275,2299,525878964,3848666624,-326354053,9014940,31027936,-20584592,-2404705,-123325,3345691261
881,2024-02-03_02:04:20,1706925860.972,1706925860980490,2299,525878972,3848666624,-326095509,10018104,29081676,-20281283,-2316823,-1653394,3506482502
882,2024-02-03_02:04:20,1706925860.98,1706925860988255,2299,525878980,3848666624,-328954424,6616879,27625401,-20257726,-1978804,-4573248,1286484512
883,2024-02-03_02:04:20,1706925860.988,1706925860996249,2299,525878988,3848666624,-326028046,9033595,28729563,-19735866,-3297073,-5192586,3213745658
884,2024-02-03_02:04:21,1706925860.996,1706925861005225,2299,525878996,3848666624,-327080697,5480005,31365630,-19722927,-3011500,-6644782,2985732384
885,2024-02-03_02:04:21,1706925861.004,1706925861012939,2299,525879004,3848666624,-326975100,7250093,32184801,-20347102,-1089119,-5461885,3386142946
886,2024-02-03_02:04:21,1706925861.012,1706925861020620,2299,525879012,3848666624,-330068516,6363475,29242869,-20341172,-371163,-6637932,4128068188
887,2024-02-03_02:04:21,1706925861.02,1706925861028315,2299,525879020,3848666624,-330401241,5580171,27292660,-20219442,-570123,-7169198,3851658707
888,2024-02-03_02:04:21,1706925861.028,1706925861036339,2299,525879028,3848666624,-328274268,6969597,23249292,-20288814,-1796363,-5292512,2117621081
889,2024-02-03_02:04:21,1706925861.036,1706925861045319,2299,525879036,3848666624,-329809667,5884322,24320908,-20394373,-2946355,-6644238,2359191647
890,2024-02-03_02:04:21,1706925861.044,1706925861052475,2299,525879044,3848666624,-327993710,8194045,31350467,-20580138,-3145740,-7899981,3074602851
891,2024-02-03_02:04:21,1706925861.052,1706925861060427,2299,525879052,3848666624,-328899371,7023384,30318995,-21551786,-1560985,-8136947,2766118801
892,2024-02-03_02:04:21,1706925861.06,1706925861068364,2299,525879060,3848666624,-330539503,6487253,23994379,-22111589,-1144907,-7979295,1641592103
893,2024-02-03_02:04:21,1706925861.068,1706925861076417,2299,525879068,3848666624,-331267853,5473958,22078433,-21978194,-3343795,-6504728,2724525245
894,2024-02-03_02:04:21,1706925861.076,1706925861084211,2299,525879076,3848666624,-329676405,6589518,24054090,-22022789,-4909787,-7585474,2521273477
